说明,本表对应 Blood/ResNet/K=3/beta=0.01 的 output-probability t-SNE；LAMP-Merge 概率由 gamma=0.55、s=18.75、tau=2.5、lambda=4.25 正式 checkpoint 重新推理，三个通用基线保持论文原实验概率向量，并在共享 t-SNE 平面重新拟合。
Dataset,Backbone,K,Beta,Method,Sample index,True label,t-SNE x,t-SNE y,Probability class 0,Probability class 1,Probability class 2,Probability class 3,Probability class 4,Probability class 5,Probability class 6,Probability class 7
Blood,ResNet,3,0.01,LAMP-Merge,861,7,-84.994415,12.141326,0.00000011,0.00000000,0.01587955,0.00000019,0.00005953,0.00000000,0.00000002,0.98406065
Blood,ResNet,3,0.01,LAMP-Merge,862,2,-65.056870,41.275368,0.00000151,0.00002537,0.95000029,0.00019014,0.00510652,0.00000005,0.00004904,0.04462711
Blood,ResNet,3,0.01,LAMP-Merge,863,6,-36.941616,-74.159782,0.00000017,0.30289304,0.00265032,0.00018492,0.00002332,0.00000214,0.69424474,0.00000128
Blood,ResNet,3,0.01,LAMP-Merge,864,4,5.029187,40.756737,0.01211696,0.00118304,0.00085137,0.12134314,0.86298662,0.00139414,0.00006848,0.00005625
Blood,ResNet,3,0.01,LAMP-Merge,865,2,-59.223507,51.153358,0.00000080,0.00619746,0.96674013,0.00005711,0.00098663,0.00000177,0.02569209,0.00032403
Blood,ResNet,3,0.01,LAMP-Merge,866,6,-35.254078,-62.061771,0.00003895,0.09132238,0.09143533,0.00230748,0.02278507,0.00001152,0.51482505,0.27727419
Blood,ResNet,3,0.01,LAMP-Merge,867,3,11.717970,42.383701,0.00109367,0.00392347,0.01768915,0.39910445,0.44978088,0.00006788,0.00078886,0.12755170
Blood,ResNet,3,0.01,LAMP-Merge,868,6,-44.924259,-64.003410,0.00629085,0.14550924,0.00111752,0.00428828,0.00434778,0.02309821,0.81534636,0.00000176
Blood,ResNet,3,0.01,LAMP-Merge,869,3,-14.460876,-87.168198,0.00006276,0.69869572,0.00001411,0.03748202,0.00018011,0.00141583,0.26214936,0.00000001
Blood,ResNet,3,0.01,LAMP-Merge,870,7,-82.307404,18.129635,0.00000764,0.00000100,0.03372611,0.00002164,0.00356995,0.00000001,0.00000175,0.96267188
Blood,ResNet,3,0.01,LAMP-Merge,871,6,-6.175103,-91.109810,0.00013444,0.78260827,0.00014163,0.00913008,0.00006157,0.05776998,0.15015405,0.00000000
Blood,ResNet,3,0.01,LAMP-Merge,872,7,-91.339859,-2.827891,0.00000039,0.00000009,0.00219902,0.00000106,0.00103556,0.00000000,0.00000004,0.99676383
Blood,ResNet,3,0.01,LAMP-Merge,873,1,-1.576025,-86.887871,0.00130024,0.75713271,0.00002968,0.01854166,0.00114521,0.10440168,0.11744826,0.00000057
Blood,ResNet,3,0.01,LAMP-Merge,874,1,-6.084579,-93.680000,0.00000535,0.82002401,0.00084842,0.00044795,0.00020997,0.00010756,0.17835623,0.00000056
Blood,ResNet,3,0.01,LAMP-Merge,875,7,-79.689873,27.818821,0.00077422,0.00001266,0.03271966,0.00019227,0.20661169,0.00000035,0.00000393,0.75968522
Blood,ResNet,3,0.01,LAMP-Merge,876,3,72.831818,15.658425,0.01224473,0.00249422,0.00002005,0.84376007,0.00147779,0.13945089,0.00055219,0.00000001
Blood,ResNet,3,0.01,LAMP-Merge,877,1,-6.204714,-87.560059,0.00051539,0.75276917,0.00020406,0.07398920,0.00410571,0.03880084,0.12961556,0.00000001
Blood,ResNet,3,0.01,LAMP-Merge,878,6,-55.777550,-54.704960,0.00045953,0.08201813,0.04504796,0.00043557,0.00241346,0.00613446,0.86329907,0.00019180
Blood,ResNet,3,0.01,LAMP-Merge,879,0,28.478584,27.544704,0.64794087,0.00005161,0.00000012,0.02757161,0.00012312,0.32429737,0.00001535,0.00000001
Blood,ResNet,3,0.01,LAMP-Merge,880,1,-2.611689,-90.319656,0.00010617,0.81066340,0.05467317,0.02283276,0.00567663,0.00163856,0.10440496,0.00000428
Blood,ResNet,3,0.01,LAMP-Merge,881,1,39.799259,11.717017,0.04245411,0.00289460,0.00001864,0.00560081,0.00151104,0.93672997,0.01078967,0.00000106
Blood,ResNet,3,0.01,LAMP-Merge,882,3,42.554813,6.486533,0.01000223,0.00000999,0.00000000,0.00568269,0.00012147,0.98418343,0.00000015,0.00000000
Blood,ResNet,3,0.01,LAMP-Merge,883,7,-81.112122,-16.406763,0.00000000,0.00000000,0.00033344,0.00000000,0.00000382,0.00000000,0.00000000,0.99966276
Blood,ResNet,3,0.01,LAMP-Merge,884,2,-59.661629,50.918400,0.00001811,0.00204051,0.97595686,0.00002576,0.00130682,0.00000807,0.01992367,0.00072026
Blood,ResNet,3,0.01,LAMP-Merge,885,1,-17.872911,-86.150330,0.00000045,0.67275500,0.00000774,0.00208209,0.00000202,0.00040256,0.32475021,0.00000000
Blood,ResNet,3,0.01,LAMP-Merge,886,2,-70.512192,34.385204,0.00017364,0.00022954,0.64339316,0.00398910,0.12483218,0.00000104,0.00009092,0.22729044
Blood,ResNet,3,0.01,LAMP-Merge,887,1,19.059513,-86.904533,0.00015901,0.97563386,0.00000104,0.00270100,0.00008436,0.01361515,0.00780547,0.00000000
Blood,ResNet,3,0.01,LAMP-Merge,888,0,20.869947,25.888874,0.92802858,0.00002263,0.00004512,0.05867419,0.01075308,0.00246694,0.00000652,0.00000297
Blood,ResNet,3,0.01,LAMP-Merge,889,6,-43.094284,-68.261818,0.00000147,0.20757298,0.00204309,0.00022702,0.00003051,0.00003470,0.79008877,0.00000138
Blood,ResNet,3,0.01,LAMP-Merge,890,5,-18.141996,-84.305252,0.00005643,0.62253565,0.00056422,0.05314458,0.00145587,0.00057798,0.32161978,0.00004550
Blood,ResNet,3,0.01,LAMP-Merge,891,7,-85.493546,14.145019,0.00005885,0.00006495,0.01471309,0.00009636,0.00895613,0.00000016,0.00004367,0.97606683
Blood,ResNet,3,0.01,LAMP-Merge,892,6,-36.836029,-74.066452,0.00007702,0.29615226,0.00024413,0.00706249,0.00014764,0.00859242,0.68772405,0.00000001
Blood,ResNet,3,0.01,LAMP-Merge,893,2,-64.338966,42.418434,0.00000159,0.00000274,0.96569467,0.00002613,0.00244684,0.00000004,0.00000980,0.03181813
Blood,ResNet,3,0.01,LAMP-Merge,894,4,41.525917,7.889220,0.01734186,0.00031133,0.00000679,0.00355350,0.00183055,0.97690421,0.00005176,0.00000000
Blood,ResNet,3,0.01,LAMP-Merge,895,1,39.415634,22.731939,0.00604964,0.26076651,0.00000104,0.07773799,0.00005830,0.61894757,0.03643895,0.00000000
Blood,ResNet,3,0.01,LAMP-Merge,896,1,-25.341972,-80.200943,0.00175730,0.49264365,0.00077098,0.00229342,0.01517714,0.02643265,0.46091074,0.00001413
Blood,ResNet,3,0.01,LAMP-Merge,897,1,-11.561592,-91.237938,0.00000035,0.76794213,0.00000417,0.00016683,0.00001612,0.00043769,0.23143281,0.00000000
Blood,ResNet,3,0.01,LAMP-Merge,898,6,-61.409264,-43.732014,0.00000039,0.04531868,0.00000794,0.00022040,0.00000456,0.01730053,0.93714750,0.00000000
Blood,ResNet,3,0.01,LAMP-Merge,899,3,39.284050,22.879580,0.00347189,0.25318313,0.00000848,0.07775327,0.00153784,0.59654886,0.06749655,0.00000000
Blood,ResNet,3,0.01,LAMP-Merge,900,3,70.323639,-36.710167,0.00238460,0.00019923,0.00000024,0.99404860,0.00002804,0.00333572,0.00000355,0.00000000
Blood,ResNet,3,0.01,LAMP-Merge,901,7,-82.899643,16.573868,0.00000088,0.00000624,0.02892084,0.00000100,0.00056119,0.00000002,0.00001415,0.97049564
Blood,ResNet,3,0.01,LAMP-Merge,902,2,-15.522360,62.267281,0.00002293,0.17208539,0.50717819,0.00096899,0.00360280,0.00006917,0.31605500,0.00001751
Blood,ResNet,3,0.01,LAMP-Merge,903,1,-18.117563,-78.481651,0.00001665,0.37323150,0.16212863,0.00118500,0.01515528,0.00000525,0.30955201,0.13872571
Blood,ResNet,3,0.01,LAMP-Merge,904,3,-79.087982,28.154715,0.00123731,0.00895410,0.04241623,0.17609362,0.11514807,0.00004120,0.00288463,0.65322483
Blood,ResNet,3,0.01,LAMP-Merge,905,0,22.414600,29.024967,0.82656354,0.00000824,0.00000000,0.15117176,0.00175669,0.02049965,0.00000015,0.00000000
Blood,ResNet,3,0.01,LAMP-Merge,906,1,10.169967,41.864784,0.00342145,0.05015250,0.02724706,0.34477317,0.56318140,0.00059228,0.00892296,0.00170915
Blood,ResNet,3,0.01,LAMP-Merge,907,3,65.441254,16.992197,0.23569104,0.00004679,0.00000261,0.64480358,0.01778525,0.10166842,0.00000231,0.00000001
Blood,ResNet,3,0.01,LAMP-Merge,908,6,-52.498692,-53.101105,0.00000070,0.09271398,0.00002658,0.00032010,0.00000826,0.00008842,0.90684193,0.00000001
Blood,ResNet,3,0.01,LAMP-Merge,909,6,-31.414429,-77.558472,0.00000689,0.39752969,0.00002283,0.00048317,0.00000847,0.00099183,0.60095698,0.00000003
Blood,ResNet,3,0.01,LAMP-Merge,910,1,-10.536852,-91.836098,0.00000178,0.77977747,0.00122206,0.00051292,0.00026691,0.00004368,0.21816811,0.00000705
Blood,ResNet,3,0.01,LAMP-Merge,911,6,-32.467949,-70.131744,0.03676735,0.08576757,0.00031770,0.07839552,0.03489279,0.29645810,0.46739858,0.00000240
Blood,ResNet,3,0.01,LAMP-Merge,912,5,69.426186,-27.123226,0.00044880,0.00048226,0.00000032,0.98446739,0.00018307,0.01440555,0.00001264,0.00000000
Blood,ResNet,3,0.01,LAMP-Merge,913,2,-68.751625,36.886719,0.00000001,0.00000024,0.83713531,0.00000027,0.00008599,0.00000000,0.00000105,0.16277713
Blood,ResNet,3,0.01,LAMP-Merge,914,7,-84.648064,12.797503,0.00000017,0.00000033,0.01771562,0.00000163,0.00013207,0.00000000,0.00000049,0.98214966
Blood,ResNet,3,0.01,LAMP-Merge,915,5,45.358475,4.867046,0.00201618,0.00028923,0.00000003,0.00618617,0.00008994,0.99125117,0.00016720,0.00000000
Blood,ResNet,3,0.01,LAMP-Merge,916,6,-29.716431,-78.292702,0.00000707,0.42028338,0.00000093,0.00850700,0.00000582,0.01521729,0.55597848,0.00000000
Blood,ResNet,3,0.01,LAMP-Merge,917,5,45.777122,-0.872941,0.00137896,0.00002496,0.00000001,0.00022776,0.00000777,0.99833906,0.00002141,0.00000000
Blood,ResNet,3,0.01,LAMP-Merge,918,1,3.830073,-90.578491,0.00008357,0.87035549,0.01912828,0.01000153,0.04526569,0.00005442,0.04433230,0.01077881
Blood,ResNet,3,0.01,LAMP-Merge,919,3,71.810059,-44.208981,0.00096256,0.00001147,0.00000038,0.99767536,0.00096171,0.00038840,0.00000014,0.00000000
Blood,ResNet,3,0.01,LAMP-Merge,920,6,-55.096176,-47.902485,0.00000010,0.07238644,0.00000303,0.00000431,0.00000051,0.00011050,0.92749512,0.00000000
Blood,ResNet,3,0.01,LAMP-Merge,921,3,66.399017,-18.792114,0.00045442,0.01306428,0.00102597,0.97505730,0.00891144,0.00052171,0.00094882,0.00001606
Blood,ResNet,3,0.01,LAMP-Merge,922,3,42.397964,5.869981,0.01160475,0.00000023,0.00000000,0.00237563,0.00000089,0.98601842,0.00000005,0.00000000
Blood,ResNet,3,0.01,LAMP-Merge,923,0,18.100319,22.307318,0.97031677,0.00000238,0.00000234,0.00032164,0.02349236,0.00586209,0.00000216,0.00000014
Blood,ResNet,3,0.01,LAMP-Merge,924,1,-10.096549,-79.539146,0.00565572,0.65562558,0.00047902,0.21849902,0.00163233,0.02929510,0.08881055,0.00000274
Blood,ResNet,3,0.01,LAMP-Merge,925,7,-90.595795,0.703974,0.00000196,0.00000064,0.00305179,0.00000039,0.00096523,0.00000001,0.00000365,0.99597627
Blood,ResNet,3,0.01,LAMP-Merge,926,6,-35.174004,-75.329155,0.00000292,0.33387470,0.00000045,0.00141943,0.00000286,0.00098907,0.66371053,0.00000000
Blood,ResNet,3,0.01,LAMP-Merge,927,6,-35.687263,-69.801865,0.00789210,0.11656699,0.00418635,0.19067633,0.04141795,0.02799679,0.61119157,0.00007191
Blood,ResNet,3,0.01,LAMP-Merge,928,2,-10.030681,-76.291054,0.00007003,0.38881844,0.00142401,0.41595906,0.00008392,0.04444223,0.14920230,0.00000002
Blood,ResNet,3,0.01,LAMP-Merge,929,6,-45.358673,-65.492279,0.00000076,0.17492101,0.00000629,0.00011625,0.00000654,0.00012582,0.82482332,0.00000002
Blood,ResNet,3,0.01,LAMP-Merge,930,4,-3.078776,36.615078,0.01606819,0.00001115,0.00151489,0.00085837,0.98019367,0.00000499,0.00000417,0.00134464
Blood,ResNet,3,0.01,LAMP-Merge,931,1,38.602192,25.120735,0.00017215,0.55313325,0.00000043,0.00809212,0.00000642,0.40793890,0.03065675,0.00000000
Blood,ResNet,3,0.01,LAMP-Merge,932,4,-4.817900,36.905598,0.00322859,0.00035229,0.00109351,0.00179147,0.99325633,0.00004375,0.00001195,0.00022213
Blood,ResNet,3,0.01,LAMP-Merge,933,2,-70.258118,35.233650,0.00000914,0.00002914,0.73235381,0.00003299,0.00555129,0.00000013,0.00003667,0.26198685
Blood,ResNet,3,0.01,LAMP-Merge,934,1,-8.463590,-91.565254,0.00017755,0.78031188,0.00016593,0.02878424,0.00142898,0.00829143,0.18083985,0.00000013
Blood,ResNet,3,0.01,LAMP-Merge,935,7,-80.332771,21.649467,0.00000319,0.00000089,0.06590561,0.00000551,0.00089903,0.00000000,0.00000488,0.93318087
Blood,ResNet,3,0.01,LAMP-Merge,936,6,-30.807806,-77.829956,0.00000123,0.41076890,0.00034699,0.00331025,0.00001504,0.00005114,0.58550650,0.00000001
Blood,ResNet,3,0.01,LAMP-Merge,937,6,-55.502316,-47.311813,0.00000124,0.06944013,0.00080370,0.00027214,0.00018478,0.00012028,0.92917669,0.00000104
Blood,ResNet,3,0.01,LAMP-Merge,938,1,-4.373841,-91.170715,0.00992739,0.79859036,0.00006641,0.04026100,0.00721185,0.00332711,0.14061478,0.00000107
Blood,ResNet,3,0.01,LAMP-Merge,939,0,18.964632,27.088882,0.91357607,0.00001064,0.00000428,0.00862517,0.07658731,0.00119417,0.00000147,0.00000076
Blood,ResNet,3,0.01,LAMP-Merge,940,6,-46.613258,-63.659885,0.00000222,0.15649223,0.00063408,0.00011091,0.00004073,0.00002727,0.84267151,0.00002095
Blood,ResNet,3,0.01,LAMP-Merge,941,7,-89.113892,6.343511,0.00000318,0.00000246,0.00489410,0.00000888,0.00270472,0.00000001,0.00000135,0.99238527
Blood,ResNet,3,0.01,LAMP-Merge,942,5,63.077499,11.956281,0.03508490,0.00251911,0.00014509,0.79636282,0.12422935,0.04158242,0.00007534,0.00000097
Blood,ResNet,3,0.01,LAMP-Merge,943,0,20.016411,24.051270,0.95611805,0.00000864,0.00000002,0.02703600,0.00965625,0.00718096,0.00000007,0.00000000
Blood,ResNet,3,0.01,LAMP-Merge,944,5,64.668793,7.306616,0.00335033,0.00812630,0.00008222,0.91579348,0.06541907,0.00660774,0.00061987,0.00000101
Blood,ResNet,3,0.01,LAMP-Merge,945,3,69.709068,10.572850,0.06894476,0.00059733,0.00001871,0.89410287,0.01728022,0.01892049,0.00013482,0.00000083
Blood,ResNet,3,0.01,LAMP-Merge,946,3,-9.121203,-82.721687,0.00012206,0.45039666,0.12562720,0.11975916,0.18395048,0.00007338,0.03300114,0.08706991
Blood,ResNet,3,0.01,LAMP-Merge,947,3,31.383982,28.609430,0.41436201,0.00002275,0.00000001,0.20744702,0.00061071,0.37755734,0.00000010,0.00000000
Blood,ResNet,3,0.01,LAMP-Merge,948,6,-44.541729,-64.381706,0.00013347,0.15566374,0.00079844,0.00172345,0.00046011,0.03937839,0.80183601,0.00000636
Blood,ResNet,3,0.01,LAMP-Merge,949,0,19.625095,20.796963,0.98516500,0.00000671,0.00000001,0.00784202,0.00019157,0.00679442,0.00000029,0.00000000
Blood,ResNet,3,0.01,LAMP-Merge,950,4,5.700824,41.281353,0.00184748,0.00134258,0.06468654,0.11642744,0.80141258,0.00000962,0.00004804,0.01422569
Blood,ResNet,3,0.01,LAMP-Merge,951,7,-89.962074,-4.941844,0.00000003,0.00000004,0.00213425,0.00000008,0.00003997,0.00000000,0.00000019,0.99782550
Blood,ResNet,3,0.01,LAMP-Merge,952,0,32.838940,35.711700,0.16538426,0.18564884,0.00003037,0.35338986,0.01538172,0.27516153,0.00500340,0.00000005
Blood,ResNet,3,0.01,LAMP-Merge,953,1,-37.328724,-73.916840,0.00000049,0.29659313,0.00035085,0.00045080,0.00002592,0.00000937,0.70256799,0.00000146
Blood,ResNet,3,0.01,LAMP-Merge,954,7,-86.431221,8.968626,0.00000001,0.00000010,0.00980703,0.00000017,0.00002999,0.00000000,0.00000039,0.99016237
Blood,ResNet,3,0.01,LAMP-Merge,955,7,-79.224991,23.472734,0.00001585,0.00001913,0.08539487,0.00003201,0.01568131,0.00000003,0.00001509,0.89884168
Blood,ResNet,3,0.01,LAMP-Merge,956,1,-13.146503,-90.024765,0.00000060,0.74387890,0.00000045,0.00016396,0.00000030,0.00327848,0.25267723,0.00000000
Blood,ResNet,3,0.01,LAMP-Merge,957,3,71.523232,9.850528,0.05308488,0.03324629,0.00026450,0.89446455,0.01511964,0.00251732,0.00129519,0.00000761
Blood,ResNet,3,0.01,LAMP-Merge,958,1,-9.608982,-92.193520,0.00000308,0.78599900,0.00000141,0.00085866,0.00000847,0.00787018,0.20525923,0.00000000
Blood,ResNet,3,0.01,LAMP-Merge,959,6,-35.355000,-63.441666,0.00000249,0.10323250,0.35096186,0.00067820,0.00312480,0.00000518,0.52570379,0.01629119
Blood,ResNet,3,0.01,LAMP-Merge,960,1,-5.570853,-93.654968,0.00004046,0.82208532,0.00001634,0.00756635,0.00014568,0.00038925,0.16975565,0.00000094
Blood,ResNet,3,0.01,LAMP-Merge,961,6,-47.757374,-60.862877,0.00000677,0.13048103,0.01057752,0.00087013,0.00031940,0.00003943,0.85769963,0.00000606
Blood,ResNet,3,0.01,LAMP-Merge,962,1,-8.590042,-92.631546,0.00002015,0.79494697,0.00180836,0.00752950,0.00097597,0.00007334,0.19462740,0.00001826
Blood,ResNet,3,0.01,LAMP-Merge,963,3,20.278809,39.659542,0.27094957,0.00174803,0.00000277,0.12593022,0.28431472,0.31702361,0.00003103,0.00000001
Blood,ResNet,3,0.01,LAMP-Merge,964,6,-54.273449,-49.387379,0.00000004,0.07780483,0.00000148,0.00005297,0.00000021,0.00001928,0.92212117,0.00000000
Blood,ResNet,3,0.01,LAMP-Merge,965,5,-8.827650,-76.066849,0.00154302,0.34036049,0.00003493,0.56604433,0.00231388,0.02740020,0.06230286,0.00000029
Blood,ResNet,3,0.01,LAMP-Merge,966,7,-87.895126,6.319926,0.00000170,0.00000019,0.00650571,0.00000994,0.00128982,0.00000000,0.00000019,0.99219245
Blood,ResNet,3,0.01,LAMP-Merge,967,5,80.790558,17.360117,0.00007913,0.07538299,0.00000465,0.83157647,0.00008892,0.08449324,0.00837465,0.00000000
Blood,ResNet,3,0.01,LAMP-Merge,968,7,-75.108742,29.737551,0.00001182,0.00140066,0.31396207,0.00012850,0.01009822,0.00000071,0.00150523,0.67289281
Blood,ResNet,3,0.01,LAMP-Merge,969,7,-88.012337,4.880538,0.00000012,0.00000043,0.00605625,0.00000066,0.00009210,0.00000000,0.00000137,0.99384898
Blood,ResNet,3,0.01,LAMP-Merge,970,3,50.329033,28.045496,0.00875563,0.00099268,0.00000026,0.51776189,0.00008857,0.47232762,0.00007332,0.00000000
Blood,ResNet,3,0.01,LAMP-Merge,971,7,-87.797432,5.855726,0.00000084,0.00000044,0.00659567,0.00000174,0.00063962,0.00000000,0.00000033,0.99276137
Blood,ResNet,3,0.01,LAMP-Merge,972,3,53.548763,29.719397,0.00897095,0.02091369,0.00001680,0.63552976,0.00172804,0.32601646,0.00682432,0.00000000
Blood,ResNet,3,0.01,LAMP-Merge,973,7,-82.654770,17.991282,0.00080342,0.00000084,0.03027476,0.00005512,0.00707740,0.00000160,0.00001252,0.96177429
Blood,ResNet,3,0.01,LAMP-Merge,974,3,42.427570,13.754033,0.02701362,0.00000810,0.00000002,0.05170906,0.00008998,0.92117792,0.00000127,0.00000000
Blood,ResNet,3,0.01,LAMP-Merge,975,1,-3.094756,-89.789253,0.00289962,0.77292997,0.04109777,0.05016844,0.02930567,0.00106429,0.10166829,0.00086596
Blood,ResNet,3,0.01,LAMP-Merge,976,6,-59.804489,-40.247475,0.00000007,0.04977559,0.00027979,0.00001487,0.00000455,0.00000028,0.94991940,0.00000538
Blood,ResNet,3,0.01,LAMP-Merge,977,6,-61.285019,-39.748848,0.00001488,0.04257716,0.00571670,0.00022770,0.00017427,0.00001298,0.95043182,0.00084457
Blood,ResNet,3,0.01,LAMP-Merge,978,6,-54.795284,-48.427784,0.00000003,0.07430349,0.00004086,0.00004431,0.00000128,0.00000157,0.92560828,0.00000026
Blood,ResNet,3,0.01,LAMP-Merge,979,0,17.816702,31.735916,0.66871148,0.00000064,0.00017559,0.00355326,0.32750419,0.00002360,0.00000021,0.00003106
Blood,ResNet,3,0.01,LAMP-Merge,980,7,-85.526184,11.087202,0.00000005,0.00000125,0.01340475,0.00000025,0.00007688,0.00000000,0.00000239,0.98651439
Blood,ResNet,3,0.01,LAMP-Merge,981,3,82.468895,-6.523081,0.00435640,0.00064351,0.00000040,0.91728920,0.00007158,0.07756383,0.00007503,0.00000000
Blood,ResNet,3,0.01,LAMP-Merge,982,2,-75.727371,28.641123,0.00000005,0.00000001,0.26335630,0.00000021,0.00015821,0.00000000,0.00000005,0.73648524
Blood,ResNet,3,0.01,LAMP-Merge,983,0,17.599026,31.954466,0.62433857,0.00000128,0.00001583,0.01496441,0.36016697,0.00050970,0.00000013,0.00000322
Blood,ResNet,3,0.01,LAMP-Merge,984,3,44.063538,17.721224,0.00174613,0.00024556,0.00000001,0.15074764,0.00001708,0.84724224,0.00000129,0.00000000
Blood,ResNet,3,0.01,LAMP-Merge,985,0,18.396635,18.005751,0.99862242,0.00000005,0.00000003,0.00035373,0.00081683,0.00020690,0.00000000,0.00000001
Blood,ResNet,3,0.01,LAMP-Merge,986,7,-88.547852,3.577327,0.00000000,0.00000002,0.00516245,0.00000001,0.00000590,0.00000000,0.00000007,0.99483156
Blood,ResNet,3,0.01,LAMP-Merge,987,0,18.294958,31.171297,0.73087132,0.00000521,0.00001177,0.00212658,0.26667231,0.00031066,0.00000034,0.00000184
Blood,ResNet,3,0.01,LAMP-Merge,988,2,-63.576752,50.207691,0.00001902,0.00063707,0.99511814,0.00007817,0.00292498,0.00000476,0.00113931,0.00007856
Blood,ResNet,3,0.01,LAMP-Merge,989,7,-87.543304,-10.459670,0.00000000,0.00000006,0.00108141,0.00000001,0.00000262,0.00000000,0.00000051,0.99891531
Blood,ResNet,3,0.01,LAMP-Merge,990,6,-37.835102,-73.497971,0.00000077,0.28610083,0.00023785,0.00128648,0.00002064,0.00003688,0.71231651,0.00000006
Blood,ResNet,3,0.01,LAMP-Merge,991,1,-2.487145,-94.117470,0.00002228,0.84504485,0.00002006,0.00429897,0.00024614,0.00382537,0.14654236,0.00000001
Blood,ResNet,3,0.01,LAMP-Merge,992,1,-17.663635,-86.347305,0.00000182,0.67803013,0.00051494,0.00100366,0.00023217,0.00003108,0.32018104,0.00000518
Blood,ResNet,3,0.01,LAMP-Merge,993,2,-62.988087,45.670429,0.00000006,0.00002504,0.98566657,0.00000338,0.00006803,0.00000000,0.00006432,0.01417254
Blood,ResNet,3,0.01,LAMP-Merge,994,0,23.807823,26.050371,0.87588167,0.00002077,0.00000720,0.01457576,0.00151555,0.10798911,0.00000909,0.00000085
Blood,ResNet,3,0.01,LAMP-Merge,995,3,31.656143,28.897640,0.38821661,0.00000208,0.00000000,0.28025413,0.00055537,0.33097172,0.00000003,0.00000000
Blood,ResNet,3,0.01,LAMP-Merge,996,6,-50.178360,-57.586365,0.00000155,0.11102623,0.00574734,0.00034131,0.00011970,0.00000835,0.88270026,0.00005532
Blood,ResNet,3,0.01,LAMP-Merge,997,4,17.527557,31.993567,0.61220670,0.00008426,0.00000765,0.00553597,0.36626884,0.01589299,0.00000361,0.00000007
Blood,ResNet,3,0.01,LAMP-Merge,998,0,66.674873,15.966917,0.20475337,0.00074860,0.00000168,0.78051668,0.00733814,0.00661319,0.00002829,0.00000005
Blood,ResNet,3,0.01,LAMP-Merge,999,6,-59.054657,-50.539547,0.00001496,0.03648763,0.04080563,0.00004306,0.00027710,0.00008249,0.92167324,0.00061600
Blood,ResNet,3,0.01,LAMP-Merge,1000,7,-83.263557,-14.756452,0.00000000,0.00000002,0.00053955,0.00000001,0.00002604,0.00000000,0.00000003,0.99943441
Blood,ResNet,3,0.01,LAMP-Merge,1001,4,20.252853,30.375772,0.72398823,0.00003389,0.00023001,0.05543073,0.14646229,0.07384616,0.00000753,0.00000120
Blood,ResNet,3,0.01,LAMP-Merge,1002,1,38.407944,13.211619,0.08011336,0.00039824,0.00000601,0.00253640,0.00130010,0.91539508,0.00025080,0.00000007
Blood,ResNet,3,0.01,LAMP-Merge,1003,1,-2.920643,-93.911224,0.00004330,0.84011620,0.00005349,0.01094965,0.00026445,0.00025455,0.14831759,0.00000070
Blood,ResNet,3,0.01,LAMP-Merge,1004,0,18.193693,18.972063,0.99399441,0.00000127,0.00000388,0.00075854,0.00485410,0.00037708,0.00000055,0.00001029
Blood,ResNet,3,0.01,LAMP-Merge,1005,4,-2.674701,36.549393,0.01798104,0.00027451,0.00045421,0.00263728,0.97778451,0.00080644,0.00002571,0.00003636
Blood,ResNet,3,0.01,LAMP-Merge,1006,1,-32.560799,-73.631744,0.00000139,0.31254253,0.13554539,0.00159633,0.00097668,0.00001256,0.54926205,0.00006307
Blood,ResNet,3,0.01,LAMP-Merge,1007,3,62.236053,11.869175,0.00435024,0.00317875,0.00064002,0.81453979,0.17121424,0.00580563,0.00021608,0.00005527
Blood,ResNet,3,0.01,LAMP-Merge,1008,1,11.010170,-91.760292,0.00000312,0.93673980,0.00000005,0.00122037,0.00000102,0.00382305,0.05821252,0.00000000
Blood,ResNet,3,0.01,LAMP-Merge,1009,6,-61.656574,-40.598526,0.00055548,0.03820731,0.00846712,0.00091509,0.00180348,0.00128608,0.94666183,0.00210370
Blood,ResNet,3,0.01,LAMP-Merge,1010,6,-39.371033,-69.205437,0.00001010,0.23253660,0.05438552,0.00450440,0.00112000,0.00000374,0.70593899,0.00150063
Blood,ResNet,3,0.01,LAMP-Merge,1011,3,72.628265,-14.021917,0.00697326,0.00898861,0.00007808,0.95994127,0.00747254,0.01582517,0.00072089,0.00000018
