dataset,backbone,num_clients,beta,method,sample_index,true_label,tsne_x,tsne_y,prob_0,prob_1,prob_2,prob_3,prob_4,prob_5,prob_6,prob_7
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,2977,4,6.319494,42.114830,0.00345026,0.05849040,0.00541916,0.20462093,0.65923053,0.03194488,0.03672404,0.00011976
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,2978,6,-37.440445,-70.265419,0.00000961,0.29115126,0.00047971,0.00098321,0.00072150,0.00064873,0.70600569,0.00000025
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,2979,5,43.718014,3.396264,0.00000501,0.00000254,0.00000000,0.00010135,0.00000002,0.99988973,0.00000145,0.00000000
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,2980,5,43.682999,3.906656,0.00001511,0.00002780,0.00000000,0.00021400,0.00000003,0.99962330,0.00011974,0.00000000
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,2981,2,-67.915688,37.774574,0.00000030,0.00000024,0.86919153,0.00000308,0.00101977,0.00000000,0.00000055,0.12978455
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,2982,6,-15.693409,62.030281,0.00000715,0.14861728,0.49196675,0.01715128,0.00527911,0.00002173,0.33694148,0.00001515
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,2983,7,-75.162422,26.333811,0.01343780,0.00041981,0.08884726,0.00555333,0.25135693,0.00023790,0.00073327,0.63941365
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,2984,2,-63.807495,43.740856,0.00000005,0.00000329,0.97789657,0.00000025,0.00010969,0.00000000,0.00002991,0.02196018
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,2985,7,-90.506393,3.284870,0.00000002,0.00000000,0.00288375,0.00000004,0.00014687,0.00000000,0.00000000,0.99696940
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,2986,3,28.498848,28.381172,0.48765782,0.00000370,0.00000013,0.09215469,0.00048167,0.41970152,0.00000048,0.00000000
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,2987,0,29.547531,30.478151,0.33977029,0.00037837,0.00001515,0.25782973,0.01253272,0.38906142,0.00041231,0.00000001
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,2988,2,-57.444698,48.850803,0.00548637,0.00000258,0.96544802,0.00004244,0.02102192,0.00000937,0.00000857,0.00798079
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,2989,1,17.598684,-89.738556,0.00000584,0.98095167,0.00001942,0.00220267,0.00018035,0.00009984,0.01654014,0.00000006
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,2990,1,3.580174,-92.973038,0.00000155,0.91212803,0.00000090,0.00261564,0.00000511,0.00261038,0.08263838,0.00000000
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,2991,6,-51.330410,-47.586922,0.00001786,0.07739856,0.00002577,0.00139242,0.00004353,0.00094170,0.92018008,0.00000001
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,2992,1,18.912802,-89.298050,0.00000051,0.98816830,0.00000109,0.00015773,0.00001346,0.00002427,0.01163466,0.00000000
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,2993,1,-2.718803,-90.993347,0.00062577,0.86028814,0.00135063,0.00650852,0.01415272,0.02243929,0.09463454,0.00000039
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,2994,1,-11.480770,-90.456451,0.00003645,0.79793584,0.00225795,0.00739525,0.00334721,0.00003997,0.18892293,0.00006434
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,2995,6,-36.506725,-65.584351,0.00921250,0.15204562,0.00001996,0.04830615,0.00123394,0.08504555,0.70413619,0.00000004
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,2996,1,15.867988,-90.237289,0.00003130,0.97332382,0.00014076,0.00453906,0.00057313,0.00009595,0.02129423,0.00000177
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,2997,1,-12.437943,-87.798630,0.00026498,0.75534654,0.03183888,0.00421502,0.01738859,0.00200798,0.18866724,0.00027083
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,2998,5,60.050293,44.112862,0.00018378,0.12353937,0.00000363,0.58073193,0.00011908,0.19924927,0.09617291,0.00000000
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,2999,1,-6.176996,-91.100441,0.00001643,0.83254063,0.01945678,0.01312560,0.00357250,0.00002203,0.13121951,0.00004651
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,3000,2,-63.916054,51.311520,0.00000061,0.00007086,0.99793017,0.00000567,0.00017410,0.00000063,0.00135636,0.00046151
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,3001,1,-25.186691,-78.503693,0.00000866,0.55208915,0.00002097,0.00003766,0.00003308,0.00067411,0.44713637,0.00000004
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,3002,1,-3.768356,-93.238678,0.00000141,0.86915392,0.00000332,0.00012657,0.00000679,0.00012048,0.13058743,0.00000002
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,3003,7,-86.155190,13.161436,0.00000029,0.00000051,0.01095468,0.00000149,0.00055242,0.00000000,0.00000158,0.98848897
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,3004,7,-92.840141,-2.044032,0.00000000,0.00000001,0.00167158,0.00000001,0.00000400,0.00000000,0.00000009,0.99832433
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,3005,3,9.244320,42.695202,0.07188621,0.00005667,0.00376564,0.41599965,0.50545692,0.00006075,0.00001796,0.00275620
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,3006,3,48.822006,34.584900,0.52882290,0.00001418,0.00000004,0.36669081,0.00187343,0.10259837,0.00000027,0.00000000
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,3007,6,-25.629736,-75.241653,0.00001219,0.42520201,0.15701373,0.00928867,0.00143928,0.00001398,0.40667272,0.00035736
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,3008,6,-53.625618,-43.339157,0.00000160,0.05883589,0.00580921,0.00048208,0.00003186,0.00114537,0.93369395,0.00000002
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,3009,7,-93.416527,-17.470766,0.00000007,0.00000000,0.00015107,0.00000003,0.00015489,0.00000000,0.00000000,0.99969399
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,3010,6,-38.541553,-59.167633,0.00001053,0.12147000,0.12878823,0.00248513,0.00076645,0.00003215,0.74637961,0.00006789
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,3011,7,-71.141289,34.247009,0.00001459,0.00001119,0.63087213,0.00001666,0.00243466,0.00000027,0.00008400,0.36656657
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,3012,6,-53.330555,-55.797291,0.00256128,0.07181193,0.00007473,0.01014338,0.00117136,0.13053061,0.78370667,0.00000006
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,3013,1,-11.501096,-76.079712,0.00062425,0.55780596,0.00000102,0.43296388,0.00045609,0.00613392,0.00201487,0.00000000
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,3014,6,36.421761,28.201164,0.00144598,0.00847543,0.00008467,0.00266561,0.00022272,0.75753433,0.22957128,0.00000000
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,3015,3,-14.188126,-77.701019,0.00032630,0.57418633,0.00014972,0.19765684,0.00069349,0.03321271,0.19377467,0.00000003
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,3016,7,-85.898499,13.774631,0.00000457,0.00000055,0.01192746,0.00000688,0.00096447,0.00000001,0.00000031,0.98709571
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,3017,3,-49.841469,-54.556976,0.00001960,0.09364264,0.00002518,0.01048903,0.00001660,0.01327507,0.88253194,0.00000000
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,3018,0,15.483524,23.719076,0.97569907,0.00000096,0.00000022,0.00377249,0.02043062,0.00009644,0.00000004,0.00000014
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,3019,2,-64.328171,50.780910,0.00000000,0.00002039,0.99793077,0.00000107,0.00002293,0.00000000,0.00030141,0.00172334
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,3020,1,-18.438906,-78.931740,0.00041725,0.50686318,0.07222272,0.00628989,0.08149452,0.00010945,0.32304579,0.00955726
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,3021,6,-65.005989,-35.246899,0.00000007,0.02775775,0.00000009,0.00005169,0.00000006,0.00059951,0.97159082,0.00000000
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,3022,6,-38.239677,-59.257854,0.00000319,0.13567276,0.14315695,0.00059984,0.00271419,0.00001087,0.71508479,0.00275742
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,3023,7,-81.788513,21.917477,0.00000105,0.00000286,0.04240703,0.00000520,0.00172037,0.00000000,0.00000520,0.95585823
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,3024,3,39.914974,10.161721,0.00488729,0.00000011,0.00000000,0.00133480,0.00000231,0.99377537,0.00000008,0.00000000
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,3025,3,11.733019,-89.540970,0.00002087,0.94825953,0.00156174,0.01642461,0.00041909,0.00055396,0.03276008,0.00000010
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,3026,0,20.681313,27.277613,0.89924973,0.00034472,0.00006372,0.00924212,0.01895276,0.07098386,0.00115399,0.00000917
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,3027,0,15.506656,21.801754,0.99077994,0.00000094,0.00000184,0.00198335,0.00716791,0.00006554,0.00000015,0.00000037
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,3028,4,7.656940,36.404121,0.28564897,0.00029239,0.01758429,0.00657593,0.66307026,0.00067662,0.00011299,0.02603850
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,3029,7,-92.003441,0.379605,0.00000125,0.00000003,0.00211712,0.00000033,0.00010604,0.00000000,0.00000004,0.99777514
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,3030,6,-42.844078,-61.030327,0.00023234,0.13618377,0.00131705,0.05203376,0.00092091,0.00389098,0.80542022,0.00000105
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,3031,3,63.240810,9.837173,0.04820869,0.00019821,0.00004924,0.82064301,0.13038263,0.00049947,0.00000941,0.00000925
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,3032,4,-2.970603,36.821808,0.02080829,0.00005754,0.00310266,0.00391567,0.97201973,0.00006541,0.00000637,0.00002442
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,3033,7,-90.900208,2.831098,0.00000126,0.00000010,0.00265292,0.00000014,0.00025851,0.00000000,0.00000023,0.99708682
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,3034,6,-63.953594,-35.304138,0.00000003,0.03031394,0.00000010,0.00001654,0.00000006,0.00048096,0.96918833,0.00000000
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,3035,4,21.823187,28.340376,0.84025270,0.00001690,0.00000260,0.02557556,0.00772713,0.12642439,0.00000083,0.00000001
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,3036,2,-64.059006,50.047901,0.00000001,0.00000007,0.99671042,0.00000006,0.00000708,0.00000000,0.00000051,0.00328181
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,3037,7,-72.276672,32.797630,0.00370101,0.00065472,0.46164346,0.02025397,0.07928336,0.00090247,0.00073335,0.43282771
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,3038,1,10.471874,-90.176292,0.00000650,0.94554096,0.00000018,0.00112654,0.00000190,0.01763996,0.03568403,0.00000000
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,3039,4,-4.076608,37.560722,0.01115058,0.00000492,0.00118785,0.00289018,0.97519445,0.00000522,0.00000320,0.00956368
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,3040,7,-94.445564,-16.835646,0.00000000,0.00000000,0.00026391,0.00000000,0.00000037,0.00000000,0.00000000,0.99973565
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,3041,1,-19.367788,-84.196442,0.00000024,0.69312692,0.00077305,0.00040968,0.00007553,0.00000980,0.30560139,0.00000338
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,3042,1,-16.969757,-86.265236,0.00000111,0.73289168,0.00002050,0.00030217,0.00000871,0.00006313,0.26671264,0.00000001
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,3043,7,-94.138718,-6.328082,0.00000000,0.00000000,0.00098591,0.00000000,0.00000508,0.00000000,0.00000004,0.99900889
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,3044,3,30.188793,30.452490,0.24996381,0.00001113,0.00000000,0.26169217,0.00053038,0.48780245,0.00000004,0.00000000
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,3045,0,19.833120,31.129118,0.80737734,0.00162503,0.00006797,0.14768416,0.02897576,0.01424849,0.00002113,0.00000004
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,3046,4,3.514383,41.580418,0.00968249,0.00131814,0.00033223,0.11549021,0.83425719,0.03884289,0.00007649,0.00000033
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,3047,3,-12.066290,-74.588234,0.00335159,0.36006486,0.00070574,0.40428546,0.01064922,0.06215311,0.15878861,0.00000136
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,3048,3,77.880928,7.773446,0.00067156,0.06504821,0.00007920,0.89024788,0.00130213,0.02754903,0.01510208,0.00000003
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,3049,7,-86.948647,17.428150,0.00674522,0.00000001,0.00324005,0.00005360,0.04393603,0.00000004,0.00000002,0.94602513
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,3050,7,-76.581474,29.274668,0.00000068,0.00005286,0.21917744,0.00003378,0.00092573,0.00000001,0.00003801,0.77977151
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,3051,1,3.933543,-93.208122,0.00002601,0.91617548,0.00143897,0.00029509,0.00038468,0.00014931,0.08152889,0.00000153
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,3052,3,34.042477,21.989916,0.13135384,0.00000085,0.00000000,0.00744618,0.00002521,0.86117381,0.00000006,0.00000000
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,3053,4,10.111043,35.582027,0.52287424,0.00001304,0.00125931,0.00030515,0.47405270,0.00145470,0.00000346,0.00003744
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,3054,6,-53.440582,-42.378845,0.00000029,0.05972315,0.00000379,0.00004118,0.00000039,0.00077910,0.93945205,0.00000000
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,3055,7,-94.539215,-8.422931,0.00000002,0.00000002,0.00070621,0.00000007,0.00010099,0.00000000,0.00000003,0.99919266
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,3056,1,-1.975576,-85.867889,0.00004453,0.85089898,0.00000007,0.00145262,0.00001581,0.08823711,0.05935087,0.00000000
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,3057,5,42.355576,10.658193,0.00100819,0.00080375,0.00000005,0.00431741,0.00012342,0.99362552,0.00012165,0.00000000
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,3058,6,-70.597221,34.840649,0.00002454,0.00700922,0.65161943,0.00230038,0.02968153,0.00000059,0.01000286,0.29936144
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,3059,1,-3.247077,-93.276360,0.00000027,0.87366945,0.00002562,0.00014183,0.00001116,0.00009827,0.12605333,0.00000000
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,3060,2,-25.855726,70.423454,0.00087960,0.09051663,0.76430875,0.01730561,0.06310360,0.00075279,0.06311178,0.00002125
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,3061,2,-60.092606,48.711388,0.00005605,0.00042479,0.98934132,0.00016055,0.00899397,0.00001518,0.00098364,0.00002457
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,3062,1,0.823144,-91.460686,0.00000477,0.87778568,0.03900635,0.00455768,0.00062570,0.00000387,0.07779743,0.00021852
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,3063,1,-6.764905,-90.851631,0.00027221,0.82763577,0.00012774,0.01202347,0.00143592,0.02181593,0.13668895,0.00000001
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,3064,3,48.549576,27.979692,0.05224612,0.00000185,0.00000000,0.46530947,0.00001265,0.48242986,0.00000011,0.00000000
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,3065,1,-10.976665,-83.000313,0.00019648,0.67772043,0.12035253,0.02975970,0.12605815,0.00007170,0.04476467,0.00107626
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,3066,2,-56.076809,49.355534,0.00001559,0.00040878,0.94955951,0.01243296,0.03411284,0.00000188,0.00022124,0.00324709
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,3067,7,-89.015594,6.064973,0.00000017,0.00000010,0.00425376,0.00000024,0.00006778,0.00000000,0.00000020,0.99567777
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,3068,7,-94.433212,-5.952490,0.00000007,0.00000003,0.00087893,0.00000007,0.00021356,0.00000000,0.00000014,0.99890721
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,3069,3,64.607262,18.489061,0.17233823,0.00000480,0.00000000,0.76123935,0.00001377,0.06640379,0.00000004,0.00000000
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,3070,1,40.683826,10.950751,0.00351501,0.00325503,0.00000000,0.00115260,0.00000329,0.99096161,0.00111243,0.00000000
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,3071,6,-12.410328,-89.447548,0.00004669,0.78169060,0.00001238,0.01785951,0.00021753,0.00190991,0.19826303,0.00000036
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,3072,3,28.664494,27.885878,0.51042980,0.00000112,0.00000629,0.02251776,0.00014276,0.46689108,0.00001078,0.00000041
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,3073,0,17.098501,25.358612,0.96953762,0.00000259,0.00000033,0.02553746,0.00264949,0.00227236,0.00000015,0.00000000
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,3074,2,-50.775719,56.778755,0.00005215,0.05050529,0.89605451,0.00519713,0.00837620,0.00009507,0.03967625,0.00004337
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,3075,5,41.566097,10.779351,0.00001802,0.00453055,0.00000004,0.00258292,0.00000483,0.99220908,0.00065463,0.00000000
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,3076,7,-90.585831,2.975698,0.00000001,0.00000031,0.00281268,0.00000007,0.00006652,0.00000000,0.00000025,0.99712014
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,3077,3,-46.297024,-58.456787,0.00003579,0.12663299,0.00330557,0.01297185,0.00334906,0.00162480,0.85207987,0.00000011
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,3078,1,-25.008123,-78.595535,0.00000721,0.55267054,0.00000018,0.00022365,0.00000230,0.00629385,0.44080222,0.00000000
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,3079,7,-88.839005,6.457949,0.00000008,0.00000000,0.00455321,0.00000010,0.00004386,0.00000000,0.00000001,0.99540269
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,3080,7,-84.101074,17.764664,0.00002076,0.00002566,0.02012098,0.00001838,0.00451054,0.00000043,0.00004846,0.97525489
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,3081,4,-4.898423,36.913727,0.01208394,0.00002279,0.00325851,0.00095656,0.98344618,0.00002657,0.00000255,0.00020293
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,3082,1,-4.982534,-93.014435,0.00000465,0.85808367,0.00102664,0.00094666,0.00032188,0.00001407,0.13958117,0.00002121
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,3083,3,37.821331,15.291409,0.02143200,0.00018467,0.00000052,0.00465370,0.00010168,0.97358602,0.00004143,0.00000000
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,3084,3,32.316456,24.219387,0.21789138,0.00005563,0.00002455,0.02384256,0.01548556,0.74250174,0.00019762,0.00000089
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,3085,0,15.646239,19.637312,0.99807441,0.00000052,0.00000423,0.00033773,0.00155708,0.00002283,0.00000029,0.00000286
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,3086,3,20.457808,31.586124,0.75229955,0.00057985,0.00001366,0.16491823,0.03675726,0.04542692,0.00000380,0.00000071
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,3087,1,-63.736160,-35.559658,0.00004183,0.02958824,0.00000537,0.00003355,0.00002770,0.00304248,0.96726078,0.00000002
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,3088,1,-2.948544,-84.582779,0.00020050,0.73418736,0.00000108,0.00147996,0.00022396,0.24711062,0.01679647,0.00000000
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,3089,5,43.277256,3.420339,0.00003360,0.00000015,0.00000000,0.00012752,0.00000005,0.99983859,0.00000004,0.00000000
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,3090,2,-58.573597,51.014233,0.00004486,0.00081846,0.96793616,0.00013558,0.00858381,0.00002709,0.01914424,0.00330983
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,3091,6,-35.998966,-59.882999,0.00009219,0.19318414,0.18237080,0.00222052,0.02974511,0.00007028,0.57982528,0.01249171
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,3092,6,-48.915127,-53.580032,0.00002042,0.10340403,0.00115191,0.00030692,0.00047926,0.00009514,0.89452940,0.00001293
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,3093,1,-8.325711,-86.806152,0.00006611,0.78399760,0.00099262,0.06319114,0.00489047,0.00577470,0.14108734,0.00000004
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,3094,6,-52.293613,-44.746754,0.00000005,0.06771316,0.00001588,0.00007228,0.00000187,0.00000920,0.93218762,0.00000000
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,3095,7,-80.492508,24.544788,0.00000028,0.00003130,0.07474112,0.00000265,0.00012917,0.00000001,0.00005408,0.92504138
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,3096,5,42.866241,4.934374,0.00053901,0.00001793,0.00000000,0.00045258,0.00000021,0.99894196,0.00004820,0.00000000
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,3097,0,15.460800,23.832102,0.97253168,0.00000012,0.00000051,0.00202779,0.02521610,0.00022373,0.00000001,0.00000017
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,3098,4,-6.855321,37.140942,0.00092245,0.00018181,0.00184963,0.00206991,0.99493164,0.00000858,0.00001883,0.00001718
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,3099,7,-94.760330,-10.629688,0.00000001,0.00000000,0.00058157,0.00000001,0.00000660,0.00000000,0.00000000,0.99941182
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,3100,0,15.466084,23.667944,0.97690213,0.00000023,0.00000017,0.00095881,0.01998043,0.00215813,0.00000007,0.00000000
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,3101,7,-87.430069,10.225640,0.00000006,0.00000093,0.00709870,0.00000027,0.00017101,0.00000000,0.00000129,0.99272776
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,3102,6,-53.701309,-55.077068,0.00000020,0.03872928,0.00000005,0.00006861,0.00000001,0.08901276,0.87218916,0.00000000
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,3103,7,-74.155602,31.234409,0.00120897,0.00000080,0.35738686,0.00017673,0.02190360,0.00000007,0.00000205,0.61932087
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,3104,5,36.957977,18.580765,0.03449138,0.00001225,0.00000010,0.02110701,0.00018934,0.94418812,0.00001182,0.00000000
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,3105,0,19.088793,25.543901,0.95275807,0.00001261,0.00000004,0.00303784,0.00203052,0.04215902,0.00000185,0.00000000
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,3106,1,-14.828876,-81.790695,0.00005470,0.61725199,0.00000005,0.00561641,0.00000642,0.20408927,0.17298116,0.00000000
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,3107,7,-93.434334,-3.021522,0.00000055,0.00000000,0.00135434,0.00000007,0.00021449,0.00000000,0.00000002,0.99843043
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,3108,4,-0.587424,37.244789,0.03226268,0.00000462,0.00133034,0.00059232,0.94394779,0.00000062,0.00000289,0.02185869
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,3109,5,39.485783,11.048149,0.00669167,0.00000350,0.00000007,0.00136508,0.00003197,0.99188954,0.00001811,0.00000000
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,3110,6,-57.539440,-37.862385,0.00000003,0.04587404,0.00000318,0.00002062,0.00000016,0.00000456,0.95409733,0.00000000
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,3111,6,-53.401764,-42.385040,0.00000002,0.06010790,0.00004969,0.00008705,0.00000082,0.00001087,0.93974370,0.00000000
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,3112,3,64.564507,6.227644,0.00496724,0.01518552,0.00385232,0.90217382,0.07315420,0.00015831,0.00041409,0.00009454
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,3113,1,-12.672212,-89.571121,0.00003703,0.78238249,0.00645167,0.00321461,0.00456481,0.00023870,0.20217647,0.00093422
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,3114,6,-65.509659,-35.266960,0.00000000,0.02644996,0.00109570,0.00000192,0.00000363,0.00000116,0.97244680,0.00000086
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,3115,4,-6.100256,38.731659,0.00054915,0.00010252,0.00207366,0.00093488,0.98342139,0.00000697,0.00000941,0.01290199
